,original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,perturbed_statement,evaluation_output
57,"TietoEnator itself uses Nokia 's Intellisync Mobile Suite 's wireless email , calendar , and device management capabilities , and the company will now [[extend]] these services to its customers .","TietoEnator itself uses Nokia 's Intellisync Mobile Suite 's wireless email , calendar , and device management capabilities , and the company will now [[ex𝚝end]] these services to its customers .",0.0005635619163513,0.8611733913421631,2,1,2,31,Successful,"TietoEnator itself uses Nokia 's Intellisync Mobile Suite 's wireless email , calendar , and device management capabilities , and the company will now ex𝚝end these services to its customers .",2
58,Vacon 's [[cash]] flow from operations [[grew]] to EUR 37.1 mn from EUR 21.9 mn a year [[ago]] .,Vacon 's [[moneys]] flow from operations [[greԝ]] to EUR 37.1 mn from EUR 21.9 mn a year [[aɡo]] .,0.0005761384963989,0.9971333742141724,2,1,2,47,Successful,Vacon 's moneys flow from operations greԝ to EUR 37.1 mn from EUR 21.9 mn a year aɡo .,2
59,Vacon will supply [[drives]] to Ruselprom in the power [[range]] from 200 kW up to 2 MW .,Vacon will supply [[drive]] to Ruselprom in the power [[ⲅange]] from 200 kW up to 2 MW .,0.0018489956855773,0.8246160745620728,1,2,1,38,Successful,Vacon will supply drive to Ruselprom in the power ⲅange from 200 kW up to 2 MW .,2
60,"With the acquisition , the company will [[expand]] its offering to North , Central and South America , it said .","With the acquisition , the company will [[expanԁ]] its offering to North , Central and South America , it said .",0.000694990158081,0.829859733581543,2,1,2,25,Successful,"With the acquisition , the company will expanԁ its offering to North , Central and South America , it said .",2
61,"With the extension of the new [[contract]] for a further eight engines , the plant will now [[produce]] over 100 MW , it said .","With the extension of the new [[coոtract]] for a further eight engines , the plant will now [[produϲe]] over 100 MW , it said .",0.0006594061851501,0.9482367634773254,2,1,2,43,Successful,"With the extension of the new coոtract for a further eight engines , the plant will now produϲe over 100 MW , it said .",2
62,"`` The second quarter of 2010 was the firstquarter with [[growth]] in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO .","`` The second quarter of 2010 was the firstquarter with [[grow𝚝h]] in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO .",0.0005601048469543,0.6876775026321411,2,1,2,33,Successful,"`` The second quarter of 2010 was the firstquarter with grow𝚝h in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO .",0
63,1 February [[2011]] - [[Finnish]] textile and [[clothing]] [[company]] Marimekko Oyj HEL : MMO1V [[said]] [[today]] its preliminary operating [[profit]] [[grew]] to EUR8 .2 m in 2010 from [[EUR6]] .[[3]] m in 2009 .,1 February [[201l]] - [[Finnih]] textile and [[clothes]] [[compny]] Marimekko Oyj HEL : MMO1V [[told]] [[todɑy]] its preliminary operating [[earnings]] [[ɡrew]] to EUR8 .2 m in 2010 from [[EURб]] .[[Ʒ]] m in 2009 .,0.0006306767463684,0.048979640007019,2,2,2,125,Failed,1 February 201l - Finnih textile and clothes compny Marimekko Oyj HEL : MMO1V told todɑy its preliminary operating earnings ɡrew to EUR8 .2 m in 2010 from EURб .Ʒ m in 2009 .,2
64,Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing [[together]] with its customers .,Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing [[tоgether]] with its customers .,0.0039465427398681,0.6180698871612549,1,2,1,29,Successful,Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing tоgether with its customers .,2
65,Affecto expects its net sales for the whole 2010 to [[increase]] from the 2009 level when they reached EUR 103 million .,Affecto expects its net sales for the whole 2010 to [[incrеase]] from the 2009 level when they reached EUR 103 million .,0.0005225539207458,0.9988407492637634,2,1,2,30,Successful,Affecto expects its net sales for the whole 2010 to incrеase from the 2009 level when they reached EUR 103 million .,2
66,"Elisa said mobile subscriptions [[grew]] 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .","Elisa said mobile subscriptions [[gerw]] 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",0.0005840063095092,0.9964552521705629,2,1,2,29,Successful,"Elisa said mobile subscriptions gerw 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",0
67,"However , the proportion of the paid standing orders [[grew]] in 2009 .","However , the proportion of the paid standing orders [[gⲅew]] in 2009 .",0.0006595253944396,0.9995402693748474,2,1,2,20,Successful,"However , the proportion of the paid standing orders gⲅew in 2009 .",0
68,"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros [[last]] [[year]] , a [[rise]] of 20.4 percent from 12.49 million euros in 2004 .","Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros [[latter]] [[yaer]] , a [[rіse]] of 20.4 percent from 12.49 million euros in 2004 .",0.0005967617034912,0.7173134088516235,2,1,2,71,Successful,"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros latter yaer , a rіse of 20.4 percent from 12.49 million euros in 2004 .",2
69,Olvi expects sales and market share to [[increase]] in the first quarter of 2010 .,Olvi expects sales and market share to [[іncrease]] in the first quarter of 2010 .,0.0005160570144653,0.9991607666015624,2,1,2,26,Successful,Olvi expects sales and market share to іncrease in the first quarter of 2010 .,2
70,Operating [[profit]] [[increased]] to [[EUR]] 14.0 mn from EUR 4.9 mn in the [[corresponding]] [[period]] in 2005 .,Operating [[dividend]] [[increɑsed]] to [[EUROS]] 14.0 mn from EUR 4.9 mn in the [[correspoոding]] [[periods]] in 2005 .,0.0006361603736877,0.6670317053794861,2,1,2,72,Successful,Operating dividend increɑsed to EUROS 14.0 mn from EUR 4.9 mn in the correspoոding periods in 2005 .,2
71,Operating profit of the Asian plants grew [[markedly]] .,Operating profit of the Asian plants grew [[ｍarkedly]] .,0.0005853176116943,0.9995150566101074,2,1,2,23,Successful,Operating profit of the Asian plants grew ｍarkedly .,2
72,Sales in Finland [[rose]] by 3.9 % and international growth was 0.7 % .,Sales in Finland [[hiked]] by 3.9 % and international growth was 0.7 % .,0.0005885362625122,0.9689509868621826,2,0,2,22,Successful,Sales in Finland hiked by 3.9 % and international growth was 0.7 % .,2
73,"[[The]] company is now [[intensifying]] its [[smelter]] operations and [[increasing]] its annual production [[capacity]] to [[230]],[[000]] tonnes of copper .","[[Tհe]] company is now [[redouble]] its [[casting]] operations and [[increase]] its annual production [[capaci]] [[ty]] to [[23O]],[[0O0]] tonnes of copper .",0.0005510449409484,0.1053332090377807,2,2,2,85,Failed,"Tհe company is now redouble its casting operations and increase its annual production capaci ty to 23O,0O0 tonnes of copper .",2
74,"The company said that its investments in the new market areas [[resulted]] in sales [[increase]] in Sweden , Poland , Russia and Lithuania .","The company said that its investments in the new market areas [[caused]] in sales [[inrease]] in Sweden , Poland , Russia and Lithuania .",0.0005239844322204,0.9755070805549622,2,1,2,47,Successful,"The company said that its investments in the new market areas caused in sales inrease in Sweden , Poland , Russia and Lithuania .",0
75,"The disposal of Autotank will also [[strengthen]] Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .","The disposal of Autotank will also [[strenghten]] Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",0.0005720257759094,0.9970704317092896,2,1,2,32,Successful,"The disposal of Autotank will also strenghten Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",0
76,The pretax [[profit]] of the group 's life insurance business [[increased]] to EUR 36 million from EUR 27 [[million]] .,The pretax [[profi𝚝]] of the group 's life insurance business [[incraesed]] to EUR 36 million from EUR 27 [[milion]] .,0.0007846355438232,0.9968199729919434,2,1,2,62,Successful,The pretax profi𝚝 of the group 's life insurance business incraesed to EUR 36 million from EUR 27 milion .,2
77,The pretax profit of the group 's life insurance business [[increased]] to EUR36m from EUR27m .,The pretax profit of the group 's life insurance business [[іncreased]] to EUR36m from EUR27m .,0.0007553100585937,0.99479740858078,2,1,2,28,Successful,The pretax profit of the group 's life insurance business іncreased to EUR36m from EUR27m .,2
78,"Xerox and Stora Enso have [[teamed]] up to [[tailor]] the iGen3 to the short-run , on-demand packaging market .","Xerox and Stora Enso have [[teameԁ]] up to [[tailoring]] the iGen3 to the short-run , on-demand packaging market .",0.0006329417228698,0.8858646154403687,2,1,2,38,Successful,"Xerox and Stora Enso have teameԁ up to tailoring the iGen3 to the short-run , on-demand packaging market .",2
79,"As previously announced , GeoSentric Oyj entered into financing agreements with its lead investor on June 30 , 2010 enabling the Company to receive financing up to the aggregate amount of 6M .","As previously announced , GeoSentric Oyj entered into financing agreements with its lead investor on June 30 , 2010 enabling the Company to receive financing up to the aggregate amount of 6M .",0.9835703372955322,0.9835703372955322,2,2,1,1,Skipped,"As previously announced , GeoSentric Oyj entered into financing agreements with its lead investor on June 30 , 2010 enabling the Company to receive financing up to the aggregate amount of 6M .",2
80,"Separately , YIT Corporation and Austrian firm E AG last week [[signed]] an [[agreement]] on the sale of E 's building system service business in Germany , Austria , Poland , the Czech Republic , Hungary and Romania for EUR 55 mln .","Separately , YIT Corporation and Austrian firm E AG last week [[signature]] an [[agreemeոt]] on the sale of E 's building system service business in Germany , Austria , Poland , the Czech Republic , Hungary and Romania for EUR 55 mln .",0.0006916522979736,0.9852485060691832,2,1,2,58,Successful,"Separately , YIT Corporation and Austrian firm E AG last week signature an agreemeոt on the sale of E 's building system service business in Germany , Austria , Poland , the Czech Republic , Hungary and Romania for EUR 55 mln .",1
81,The company intends to [[raise]] production capacity in 2006 .,The company intends to [[raiѕe]] production capacity in 2006 .,0.0005413889884948,0.7932259440422058,2,1,2,21,Successful,The company intends to raiѕe production capacity in 2006 .,0
82,"[[As]] [[earlier]] [[reported]] , [[Nokian]] [[Tyres]] is [[building]] a [[plant]] in the town of [[Vsevolozhsk]] in Russia 's [[Leningrad]] Region with an annual [[production]] capacity of [[4]] [[million]] [[tires]] .","[[Since]] [[еarlier]] [[briefed]] , [[Nokiaո]] [[Tyrеs]] is [[constructing]] a [[facility]] in the town of [[Vsevolozsk]] in Russia 's [[Lеningrad]] Region with an annual [[productivity]] capacity of [[Ꮞ]] [[millions]] [[tyres]] .",0.000551164150238,0.0154103636741638,1,1,1,137,Failed,"Since еarlier briefed , Nokiaո Tyrеs is constructing a facility in the town of Vsevolozsk in Russia 's Lеningrad Region with an annual productivity capacity of Ꮞ millions tyres .",1
83,"Compared with the FTSE 100 index , which rose 51.5 points ( or 0.9 % ) on the day , this was a relative price change of -0.6 % .","Compared with the FTSE 100 index , which rose 51.5 points ( or 0.9 % ) on the day , this was a relative price change of -0.6 % .",0.8345324397087097,0.8345324397087097,0,0,1,1,Skipped,"Compared with the FTSE 100 index , which rose 51.5 points ( or 0.9 % ) on the day , this was a relative price change of -0.6 % .",2
84,Finnish business software group AffectoGenimap Oyj said it had signed an [[agreement]] to acquire all the shares in Swedish sector company Intellibis Ab for 12 mln euro ( $ 15.8 mln ) on a debt-free basis .,Finnish business software group AffectoGenimap Oyj said it had signed an [[agreemen𝚝]] to acquire all the shares in Swedish sector company Intellibis Ab for 12 mln euro ( $ 15.8 mln ) on a debt-free basis .,0.0051883459091186,0.8942820429801941,2,1,2,42,Successful,Finnish business software group AffectoGenimap Oyj said it had signed an agreemen𝚝 to acquire all the shares in Swedish sector company Intellibis Ab for 12 mln euro ( $ 15.8 mln ) on a debt-free basis .,2
85,"In Russia , Raisio 's Food Division 's home market [[stretches]] all the way to Vladivostok .","In Russia , Raisio 's Food Division 's home market [[expands]] all the way to Vladivostok .",0.0026145577430725,0.9273415803909302,1,2,1,28,Successful,"In Russia , Raisio 's Food Division 's home market expands all the way to Vladivostok .",2
86,Increase in the [[number]] of shares is [[based]] on the option rights which were granted to the management of the company under the stock option plan 2006 .,Increase in the [[numbers]] of shares is [[bas]] [[ed]] on the option rights which were granted to the management of the company under the stock option plan 2006 .,0.0008354187011718,0.9962789416313172,1,2,1,41,Successful,Increase in the numbers of shares is bas ed on the option rights which were granted to the management of the company under the stock option plan 2006 .,1
87,"is planning to [[expand]] its product portfolio in the harbor segment , chief executive Pekka Lundmark told Financial Times Deutschland .","is planning to [[enlarging]] its product portfolio in the harbor segment , chief executive Pekka Lundmark told Financial Times Deutschland .",0.0027611255645751,0.9993680715560912,2,1,2,29,Successful,"is planning to enlarging its product portfolio in the harbor segment , chief executive Pekka Lundmark told Financial Times Deutschland .",1
88,Ramirent s Danish subsidiary Ramirent A-S has today [[signed]] an [[agreement]] to acquire the business assets of the machinery rental company Jydsk Materiel Udlejning located in West Jutland .,Ramirent s Danish subsidiary Ramirent A-S has today [[signing]] an [[agreemen𝚝]] to acquire the business assets of the machinery rental company Jydsk Materiel Udlejning located in West Jutland .,0.0006103515625,0.9539951086044312,2,1,2,52,Successful,Ramirent s Danish subsidiary Ramirent A-S has today signing an agreemen𝚝 to acquire the business assets of the machinery rental company Jydsk Materiel Udlejning located in West Jutland .,2
89,"The building owner and developer , Sun Hung Kai Properties Group , is one of the largest property companies in Hong Kong , developing all [[types]] of premium residential and commercial projects for sale and [[investment]] .","The building owner and developer , Sun Hung Kai Properties Group , is one of the largest property companies in Hong Kong , developing all [[typeѕ]] of premium residential and commercial projects for sale and [[inves𝚝ment]] .",0.0083664655685424,0.5410107374191284,1,2,1,55,Successful,"The building owner and developer , Sun Hung Kai Properties Group , is one of the largest property companies in Hong Kong , developing all typeѕ of premium residential and commercial projects for sale and inves𝚝ment .",1
90,"The contract , which was signed [[yesterday]] , will run for [[five]] years and [[includes]] a two-year extension option .","The contract , which was signed [[yesetrday]] , will run for [[fvie]] years and [[inclսdes]] a two-year extension option .",0.0020047426223754,0.0154300332069396,1,1,1,56,Failed,"The contract , which was signed yesetrday , will run for fvie years and inclսdes a two-year extension option .",1
91,"The [[contract]] [[covers]] [[installation]] , training and [[start-up]] services .","The [[agreement]] [[covеrs]] [[installing]] , training and [[startu-p]] services .",0.0005089044570922,0.0011669993400573,1,1,1,29,Failed,"The agreement covеrs installing , training and startu-p services .",1
92,"[[The]] OMX [[Nordic]] [[40]] ( [[OMXN40]] ) index , comprising the 40 most [[traded]] Nordic stocks on the [[Nasdaq]] OMX exchange , closed up [[1]].29 % at [[1]],[[084]].47 points on Friday .","[[T]] [[he]] OMX [[Nоrdic]] [[4O]] ( [[OMXN0]] ) index , comprising the 40 most [[tarded]] Nordic stocks on the [[Citigroup]] OMX exchange , closed up [[l]].29 % at [[l]],[[O84]].47 points on Friday .",0.0005702376365661,0.0007808208465576,2,2,2,91,Failed,"T he OMX Nоrdic 4O ( OMXN0 ) index , comprising the 40 most tarded Nordic stocks on the Citigroup OMX exchange , closed up l.29 % at l,O84.47 points on Friday .",2
93,To be number one [[means]] creating added value for stakeholders in everything we do .,To be number one [[menas]] creating added value for stakeholders in everything we do .,0.0014562606811523,0.9572901129722596,1,2,1,23,Successful,To be number one menas creating added value for stakeholders in everything we do .,2
94,"- BEIJING XFN-ASIA - Hong Kong-listed Standard Chartered Bank said it has [[signed]] a China mobile phone dealer financing [[agreement]] with Nokia , making it the first foreign bank to offer financing to the country 's small and medium enterprise -LR","- BEIJING XFN-ASIA - Hong Kong-listed Standard Chartered Bank said it has [[sgned]] a China mobile phone dealer financing [[agreements]] with Nokia , making it the first foreign bank to offer financing to the country 's small and medium enterprise -LR",0.0006109476089477,0.6641051769256592,2,1,2,58,Successful,"- BEIJING XFN-ASIA - Hong Kong-listed Standard Chartered Bank said it has sgned a China mobile phone dealer financing agreements with Nokia , making it the first foreign bank to offer financing to the country 's small and medium enterprise -LR",2
95,`` Residentialconstruction in particular has [[picked]] up in several markets .,`` Residentialconstruction in particular has [[pickeԁ]] up in several markets .,0.0006418824195861,0.995352566242218,2,1,2,20,Successful,`` Residentialconstruction in particular has pickeԁ up in several markets .,0
96,"After the transaction , Alma Media [[raised]] its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .","After the transaction , Alma Media [[raiseԁ]] its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .",0.0005412697792053,0.9990187883377076,2,1,2,29,Successful,"After the transaction , Alma Media raiseԁ its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .",1
97,"[[ALEXANDRIA]] , [[Va]]. , [[July]] 11 -- [[Hannu]] [[Kahonen]] of [[Juuka]] , [[Finland]] , has [[developed]] an ornamental design for a [[handle]] for fire pit door , the U.S. Patent & Trademark Office [[announced]] .","[[ALEXANDER]] , [[Goes]]. , [[Jul]] 11 -- [[Hanu]] [[Kaohnen]] of [[Juka]] , [[Finnish]] , has [[established]] an ornamental design for a [[handles]] for fire pit door , the U.S. Patent & Trademark Office [[anոounced]] .",0.0014619827270507,0.5877259373664856,1,1,1,228,Failed,"ALEXANDER , Goes. , Jul 11 -- Hanu Kaohnen of Juka , Finnish , has established an ornamental design for a handles for fire pit door , the U.S. Patent & Trademark Office anոounced .",1
98,"ALEXANDRIA , [[Va]]. , May 16 -- Kenneth Bower of [[Vista]] , Calif. , has [[developed]] an [[ornamental]] design for a handset , the U.S. Patent & [[Trademark]] Office [[announced]] .","ALEXANDRIA , [[Goes]]. , May 16 -- Kenneth Bower of [[Viewing]] , Calif. , has [[established]] an [[ornameոtal]] design for a handset , the U.S. Patent & [[Tra]] [[demark]] Office [[heralded]] .",0.0010395050048828,0.9935988783836364,1,2,1,112,Successful,"ALEXANDRIA , Goes. , May 16 -- Kenneth Bower of Viewing , Calif. , has established an ornameոtal design for a handset , the U.S. Patent & Tra demark Office heralded .",1
99,Calls to the switchboard and directory services have [[decreased]] significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,Calls to the switchboard and directory services have [[decrease]] significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,0.062817096710205,0.8899760842323303,1,0,1,35,Successful,Calls to the switchboard and directory services have decrease significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,0
100,[[Following]] the increase the company+óEUR TM s capital [[totals]] 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .,[[Fоllowing]] the increase the company+óEUR TM s capital [[aggregate]] 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .,0.0008013844490051,0.9012484550476074,1,2,1,50,Successful,Fоllowing the increase the company+óEUR TM s capital aggregate 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .,1
101,"In 2008 , it generated [[net]] sales of EUR 9.3 million [[USD]] [[13]].[[1]] m .","In 2008 , it generated [[netted]] sales of EUR 9.3 million [[CENTS]] [[l3]].[[l]] m .",0.0006322264671325,0.001020610332489,1,1,1,42,Failed,"In 2008 , it generated netted sales of EUR 9.3 million CENTS l3.l m .",1
102,"In August , Latvijas Finieris [[ordered]] all production [[lines]] for a new green veneer [[mill]] to be built in [[Ukmerge]] , Lithuania .","In August , Latvijas Finieris [[commanded]] all production [[conduits]] for a new green veneer [[factory]] to be built in [[Ukmere]] , Lithuania .",0.0015560984611511,0.5152458548545837,1,2,1,63,Successful,"In August , Latvijas Finieris commanded all production conduits for a new green veneer factory to be built in Ukmere , Lithuania .",2
103,Jacobs has been supporting Storengy 's investment of developing [[storage]] sites [[since]] [[2006]] as owner 's [[engineer]] .,Jacobs has been supporting Storengy 's investment of developing [[storing]] sites [[already]] [[2O06]] as owner 's [[еngineer]] .,0.0007004737854003,0.0085766911506652,1,1,1,49,Failed,Jacobs has been supporting Storengy 's investment of developing storing sites already 2O06 as owner 's еngineer .,1
104,One of the challenges in the oil production in the North Sea is scale formation that can plug pipelines and [[halt]] [[production]] .,One of the challenges in the oil production in the North Sea is scale formation that can plug pipelines and [[hal𝚝]] [[producing]] .,0.0021750926971435,0.7433948516845703,0,1,0,43,Successful,One of the challenges in the oil production in the North Sea is scale formation that can plug pipelines and hal𝚝 producing .,0
105,Rental of [[building]] equipment [[accounted]] for 88 percent of the [[operating]] income .,Rental of [[constructions]] equipment [[ɑccounted]] for 88 percent of the [[operatig]] income .,0.0005735158920288,0.0009657144546508,1,1,1,43,Failed,Rental of constructions equipment ɑccounted for 88 percent of the operatig income .,1
106,[[Sanoma]] will [[continue]] to [[focus]] on investing in digital media and on strengthening its [[market]] [[positions]] .,[[Sanmoa]] will [[continual]] to [[foucs]] on investing in digital media and on strengthening its [[marketplace]] [[outposts]] .,0.0019049048423767,0.1170282959938049,1,1,1,65,Failed,Sanmoa will continual to foucs on investing in digital media and on strengthening its marketplace outposts .,1
107,"The acquisition is part of [[Suomen]] [[Helasto]] 's strategy to expand the [[LukkoExpert]] [[Security]] chain , Suomen [[Helasto]] CEO Kimmo [[Uusimaki]] said .","The acquisition is part of [[Suoｍen]] [[Helas𝚝o]] 's strategy to expand the [[LukkoExper𝚝]] [[Assurance]] chain , Suomen [[Hеlasto]] CEO Kimmo [[Uusim]] [[aki]] said .",0.0013343095779418,0.1445229053497314,1,1,1,83,Failed,"The acquisition is part of Suoｍen Helas𝚝o 's strategy to expand the LukkoExper𝚝 Assurance chain , Suomen Hеlasto CEO Kimmo Uusim aki said .",2
108,"The [[corresponding]] share capital increase , EUR 1,012,945.50 was [[entered]] in the Trade Register today .","The [[cоrresponding]] share capital increase , EUR 1,012,945.50 was [[ent]] [[ered]] in the Trade Register today .",0.0008248686790466,0.9747934341430664,1,2,1,51,Successful,"The cоrresponding share capital increase , EUR 1,012,945.50 was ent ered in the Trade Register today .",1
109,The expansion includes the [[doubling]] of the floor space and the addition of more lifting capacity and production equipment .,The expansion includes the [[double]] of the floor space and the addition of more lifting capacity and production equipment .,0.1708084940910339,0.7745311856269836,2,1,2,28,Successful,The expansion includes the double of the floor space and the addition of more lifting capacity and production equipment .,1
110,The phones are [[targeted]] at first time [[users]] in [[growth]] markets .,The phones are [[targeteԁ]] at first time [[usres]] in [[growing]] markets .,0.0011754631996154,0.0312865376472473,1,1,1,53,Failed,The phones are targeteԁ at first time usres in growing markets .,2
111,"The repayment of EUR 105 million debenture bonds is [[related]] to the Company 's previous announcement on October 21 , 2009 to [[collect]] irrevocable selling commitments from the holders of its subordinated debenture bonds .","The repayment of EUR 105 million debenture bonds is [[linked]] to the Company 's previous announcement on October 21 , 2009 to [[coll]] [[ect]] irrevocable selling commitments from the holders of its subordinated debenture bonds .",0.0006352066993713,0.81593918800354,1,2,1,53,Successful,"The repayment of EUR 105 million debenture bonds is linked to the Company 's previous announcement on October 21 , 2009 to coll ect irrevocable selling commitments from the holders of its subordinated debenture bonds .",1
112,"The total area of the Gorelovo plant is about 22,000 sq m. Atria invested about EURO 70mn in the plant , which should [[double]] Atria Russia 's production capacity in the St Petersburg area .","The total area of the Gorelovo plant is about 22,000 sq m. Atria invested about EURO 70mn in the plant , which should [[doubly]] Atria Russia 's production capacity in the St Petersburg area .",0.0006517767906188,0.6171544790267944,2,1,2,36,Successful,"The total area of the Gorelovo plant is about 22,000 sq m. Atria invested about EURO 70mn in the plant , which should doubly Atria Russia 's production capacity in the St Petersburg area .",2
113,U.S. District [[Judge]] Douglas P. Woodlock yesterday extended a Jan. 17 temporary restraining order until [[March]] [[7]] .,U.S. District [[Juge]] Douglas P. Woodlock yesterday extended a Jan. 17 temporary restraining order until [[Mɑrch]] [[𝟕]] .,0.0029121041297912,0.5873525738716125,1,0,1,42,Successful,U.S. District Juge Douglas P. Woodlock yesterday extended a Jan. 17 temporary restraining order until Mɑrch 𝟕 .,1
114,"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to [[outsource]] its assembly test and supply [[chain]] processes to the plant of Elcoteq in the Estonian capital Tallinn .","UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to [[contractors]] its assembly test and supply [[strings]] processes to the plant of Elcoteq in the Estonian capital Tallinn .",0.0006215572357177,0.90521901845932,1,2,1,62,Successful,"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to contractors its assembly test and supply strings processes to the plant of Elcoteq in the Estonian capital Tallinn .",2
115,"[[Earnings]] per share ( EPS ) for the first quarter 2007 amounted to EUR0 .[[07]] , up from EUR0 .[[04]] .","[[Earոings]] per share ( EPS ) for the first quarter 2007 amounted to EUR0 .[[0𝟕]] , up from EUR0 .[[O4]] .",0.0007144808769226,0.0007451176643371,2,2,2,23,Failed,"Earոings per share ( EPS ) for the first quarter 2007 amounted to EUR0 .0𝟕 , up from EUR0 .O4 .",2
116,"Ruukki Romania , the local arm of Finnish metal producer Ruukki , [[increased]] its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .","Ruukki Romania , the local arm of Finnish metal producer Ruukki , [[increaseԁ]] its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .",0.0005137920379638,0.9991918802261353,2,1,2,40,Successful,"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increaseԁ its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .",0
117,[[The]] [[growth]] of net [[sales]] has continued favourably in the Middle East and Africaand in Asia Pacific .,[[Thе]] [[ɡrowth]] of net [[saleѕ]] has continued favourably in the Middle East and Africaand in Asia Pacific .,0.0006042718887329,0.0009654760360717,2,2,2,39,Failed,Thе ɡrowth of net saleѕ has continued favourably in the Middle East and Africaand in Asia Pacific .,2
118,"[[Following]] the increase , [[Huhtamaki]] Oyj 's registered [[share]] capital is [[EUR]] 358,706,[[290]].00 and the [[number]] of shares outstanding is 105,501,850 .","[[Follоwing]] the increase , [[Huhtama𝒌i]] Oyj 's registered [[shɑre]] capital is [[EUROS]] 358,706,[[2৭0]].00 and the [[quantity]] of shares outstanding is 105,501,850 .",0.0005556941032409,0.4925495982170105,1,1,1,66,Failed,"Follоwing the increase , Huhtama𝒌i Oyj 's registered shɑre capital is EUROS 358,706,2৭0.00 and the quantity of shares outstanding is 105,501,850 .",1
119,"[[Following]] this increase Huhtamaki 's registered [[share]] capital is [[EUR360]] .62 m and the number of shares outstanding is [[106]],063,320 .","[[Folloing]] this increase Huhtamaki 's registered [[sahre]] capital is [[EU360]] .62 m and the number of shares outstanding is [[10б]],063,320 .",0.0006755590438842,0.6030298471450806,1,2,1,55,Successful,"Folloing this increase Huhtamaki 's registered sahre capital is EU360 .62 m and the number of shares outstanding is 10б,063,320 .",1
120,"Under the agreement , Pfizer has been funding Biotie 's [[research]] activities on the [[PDE10]] [[phosphodiesterase]] 10 inhibitor program [[since]] its start in [[late]] 2006 and has the [[sole]] authority to develop [[discovered]] compounds .","Under the agreement , Pfizer has been funding Biotie 's [[reserch]] activities on the [[PDE0]] [[phosphodiesteraѕe]] 10 inhibitor program [[because]] its start in [[belated]] 2006 and has the [[unique]] authority to develop [[discovery]] compounds .",0.0010554194450378,0.9684231877326964,1,2,1,118,Successful,"Under the agreement , Pfizer has been funding Biotie 's reserch activities on the PDE0 phosphodiesteraѕe 10 inhibitor program because its start in belated 2006 and has the unique authority to develop discovery compounds .",2
121,"`` Our extensive co-operation will also [[bolster]] SysOpen Digia 's [[position]] in the domestic operator market , '' Kallioranta adds .","`` Our extensive co-operation will also [[Ьolster]] SysOpen Digia 's [[poste]] in the domestic operator market , '' Kallioranta adds .",0.0005948543548583,0.6068706512451172,2,1,2,46,Successful,"`` Our extensive co-operation will also Ьolster SysOpen Digia 's poste in the domestic operator market , '' Kallioranta adds .",2
